web-scraper-order,web-scraper-start-url,news-link,news-link-href
"1677582973-1355","https://turnbackhoax.id/page/49","[SALAH] Tautan Pos Indonesia Memberikan Subsidi sebesar 4 Juta","https://turnbackhoax.id/2022/09/16/salah-tautan-pos-indonesia-memberikan-subsidi-sebesar-4-juta/"
"1677582973-1356","https://turnbackhoax.id/page/49","[SALAH] Sampul Artikel CNN Indonesia Ganjar dan Jokowi RI 1 – RI 2 Pilpres 2024","https://turnbackhoax.id/2022/09/15/salah-sampul-artikel-cnn-indonesia-ganjar-dan-jokowi-ri-1-ri-2-pilpres-2024/"
"1677582973-1357","https://turnbackhoax.id/page/49","[SALAH] Foto “petani ini disiksa polisi yang dibayar PT Sadoka”","https://turnbackhoax.id/2022/09/15/salah-foto-petani-ini-disiksa-polisi-yang-dibayar-pt-sadoka/"
"1677582973-1358","https://turnbackhoax.id/page/49","[SALAH] Video “Cacing akibat makan sosis, naget dan sejenisnya, dari daging yg lama di awetkan”","https://turnbackhoax.id/2022/09/14/salah-video-cacing-akibat-makan-sosis-naget-dan-sejenisnya-dari-daging-yg-lama-di-awetkan/"
"1677582973-1359","https://turnbackhoax.id/page/49","[SALAH] “Ratu Elizabeth pernah memesan 80 kaos Cristiano Ronaldo untuk Royal Court”","https://turnbackhoax.id/2022/09/14/salah-ratu-elizabeth-pernah-memesan-80-kaos-cristiano-ronaldo-untuk-royal-court/"
"1677582973-1360","https://turnbackhoax.id/page/49","[SALAH] Video “Atas Permintaan Kapolri Akhirnya Ferdian Gantikan Uya Kuya Giliran Ferdy Sambo Dihipnotis”","https://turnbackhoax.id/2022/09/14/salah-video-atas-permintaan-kapolri-akhirnya-ferdian-gantikan-uya-kuya-giliran-ferdy-sambo-dihipnotis/"
"1677582976-1361","https://turnbackhoax.id/page/48","[SALAH] Akun Twitter @VIVACoid Dinonaktifkan Setelah Beritakan Kematian Kolonel TNI AL Penemu Kokain Senial Rp 1 Triliun","https://turnbackhoax.id/2022/09/23/salah-akun-twitter-vivacoid-dinonaktifkan-setelah-beritakan-kematian-kolonel-tni-al-penemu-kokain-senial-rp-1-triliun/"
"1677582976-1362","https://turnbackhoax.id/page/48","[SALAH] Cara Cek Jantung Dalam 30 Detik","https://turnbackhoax.id/2022/09/23/salah-cara-cek-jantung-dalam-30-detik/"
"1677582976-1363","https://turnbackhoax.id/page/48","[SALAH] Gambar Tangkapan Layar Artikel Suara.com Berjudul “Daftar Politisi PDIP yang Korupsi: Juliari Batubara hingga Harun Masiku Dan Ganjar Pranowo”","https://turnbackhoax.id/2022/09/22/salah-gambar-tangkapan-layar-artikel-suara-com-berjudul-daftar-politisi-pdip-yang-korupsi-juliari-batubara-hingga-harun-masiku-dan-ganjar-pranowo/"
"1677582976-1364","https://turnbackhoax.id/page/48","[SALAH] Sri Mulyani menjebloskan SBY ke Penjara","https://turnbackhoax.id/2022/09/22/salah-sri-mulyani-menjebloskan-sby-ke-penjara/"
"1677582976-1365","https://turnbackhoax.id/page/48","[SALAH] China Sengaja Menutupi Fakta Sejarah Indonesia","https://turnbackhoax.id/2022/09/22/salah-china-sengaja-menutupi-fakta-sejarah-indonesia/"
"1677582976-1366","https://turnbackhoax.id/page/48","[SALAH] Penggunaan masker memperburuk kondisi kesehatan tubuh","https://turnbackhoax.id/2022/09/22/salah-penggunaan-masker-memperburuk-kondisi-kesehatan-tubuh/"
"1677582976-1367","https://turnbackhoax.id/page/48","[SALAH] Judul Artikel “Laudya Cinthya Bella di undang ke Istana bahas soal kebenaran isu menikah dengan Pangeran Arab”","https://turnbackhoax.id/2022/09/21/salah-judul-artikel-laudya-cinthya-bella-di-undang-ke-istana-bahas-soal-kebenaran-isu-menikah-dengan-pangeran-arab/"
"1677582976-1368","https://turnbackhoax.id/page/48","[SALAH] “perilaku PKI baru selesai shalat dihajar”","https://turnbackhoax.id/2022/09/21/salah-perilaku-pki-baru-selesai-shalat-dihajar/"
"1677582976-1369","https://turnbackhoax.id/page/48","[SALAH] Kejahatan di Ukraina Meningkat 270% Sejak 2021","https://turnbackhoax.id/2022/09/21/salah-kejahatan-di-ukraina-meningkat-270-sejak-2021/"
"1677582976-1370","https://turnbackhoax.id/page/48","[SALAH] Mahasiswa Sri Lanka Ditahan Oleh Angkatan Bersenjata Ukraina di Wilayah Kharkiv","https://turnbackhoax.id/2022/09/21/salah-mahasiswa-sri-lanka-ditahan-oleh-angkatan-bersenjata-ukraina-di-wilayah-kharkiv/"
"1677582976-1371","https://turnbackhoax.id/page/48","[SALAH] NATO Membeberkan Rencana Ekspansi di Dekat Perbatasan Rusia","https://turnbackhoax.id/2022/09/21/salah-nato-membeberkan-rencana-ekspansi-di-dekat-perbatasan-rusia/"
"1677582976-1372","https://turnbackhoax.id/page/48","[SALAH] Pidato Kapolda Riau: “Negara Boleh Tidak Ada Tentara, Tapi Polisi Harus Tetap Ada”","https://turnbackhoax.id/2022/09/21/salah-pidato-kapolda-riau-negara-boleh-tidak-ada-tentara-tapi-polisi-harus-tetap-ada/"
"1677582976-1373","https://turnbackhoax.id/page/48","[SALAH] Detik-detik Salmet Maarif Melakukan Percobaan Pembunuhan Terhadap Presiden di Istana","https://turnbackhoax.id/2022/09/21/salah-detik-detik-salmet-maarif-melakukan-percobaan-pembunuhan-terhadap-presiden-di-istana/"
"1677582976-1374","https://turnbackhoax.id/page/48","[SALAH] “IKEA menyumbangkan lusinan kursi sofa yang tidak dapat dijual karena sedikit goresan dan kerusakan ringan”","https://turnbackhoax.id/2022/09/20/salah-ikea-menyumbangkan-lusinan-kursi-sofa-yang-tidak-dapat-dijual-karena-sedikit-goresan-dan-kerusakan-ringan/"
"1677582976-1375","https://turnbackhoax.id/page/48","[SALAH] Lowongan Kerja di Puskesmas Wonosari 1 Gunung Kidul","https://turnbackhoax.id/2022/09/20/salah-lowongan-kerja-di-puskesmas-wonosari-1-gunung-kidul/"
"1677582976-1376","https://turnbackhoax.id/page/48","[SALAH] Wakil Bupati Yapen Frans Sanadi Meninggal Dunia","https://turnbackhoax.id/2022/09/20/salah-wakil-bupati-yapen-frans-sanadi-meninggal-dunia/"
"1677582976-1377","https://turnbackhoax.id/page/48","[SALAH] Surat Edaran Workshop PAK dan APAK untuk Jabatan Fungsional Perencana oleh Pusbindiklatren","https://turnbackhoax.id/2022/09/20/salah-surat-edaran-workshop-pak-dan-apak-untuk-jabatan-fungsional-perencana-oleh-pusbindiklatren/"
"1677582976-1378","https://turnbackhoax.id/page/48","[SALAH] Lowongan Kerja di Puskesmas Simpong","https://turnbackhoax.id/2022/09/20/salah-lowongan-kerja-di-puskesmas-simpong/"
"1677582976-1379","https://turnbackhoax.id/page/48","[SALAH] Akun Whatsapp Wali Kota Tasikmalaya Muhammad Yusuf “+628123316***” Minta Donasi","https://turnbackhoax.id/2022/09/20/salah-akun-whatsapp-wali-kota-tasikmalaya-muhammad-yusuf-628123316-minta-donasi/"
"1677582976-1380","https://turnbackhoax.id/page/48","[SALAH] Akun Whatsapp Bupati Mesuji Sulpakar “+6289636247958”","https://turnbackhoax.id/2022/09/20/salah-akun-whatsapp-bupati-mesuji-sulpakar-6289636247958/"
"1677582982-1381","https://turnbackhoax.id/page/47","[SALAH] “Sri Mulyani: BBM Tidak Dinaikkan Negara Kesulitan Bayar Utang”","https://turnbackhoax.id/2022/09/26/salah-sri-mulyani-bbm-tidak-dinaikkan-negara-kesulitan-bayar-utang/"
"1677582982-1382","https://turnbackhoax.id/page/47","[SALAH] Panglima TNI Panggil ART Ferdy Sambo untuk Membuktikan Ruang Rahasia PC","https://turnbackhoax.id/2022/09/26/salah-panglima-tni-panggil-art-ferdy-sambo-untuk-membuktikan-ruang-rahasia-pc/"
"1677582982-1383","https://turnbackhoax.id/page/47","[SALAH] KFC Bagi-Bagi Tiga Ember Ayam Gratis untuk Merayakan 71 Tahun KFC","https://turnbackhoax.id/2022/09/26/salah-kfc-bagi-bagi-tiga-ember-ayam-gratis-untuk-merayakan-71-tahun-kfc/"
"1677582982-1384","https://turnbackhoax.id/page/47","[SALAH] Sungai Inhulets di Ukraina Berubah Warna Menjadi Merah karena Darah Tentara Ukraina","https://turnbackhoax.id/2022/09/26/salah-sungai-inhulets-di-ukraina-berubah-warna-menjadi-merah-karena-darah-tentara-ukraina/"
"1677582982-1385","https://turnbackhoax.id/page/47","[SALAH] Video Demo pada Tanggal 23 September 2022","https://turnbackhoax.id/2022/09/26/salah-video-demo-pada-tanggal-23-september-2022/"
"1677582982-1386","https://turnbackhoax.id/page/47","[SALAH] Foto Anak-Anak yang Diculik dan Dibawa ke Thailand untuk Diambil Organ Dalamnya","https://turnbackhoax.id/2022/09/26/salah-foto-anak-anak-yang-diculik-dan-dibawa-ke-thailand-untuk-diambil-organ-dalamnya/"
"1677582982-1387","https://turnbackhoax.id/page/47","[SALAH] Video “*SORE TADI Pos polisi tugu tani di bakar masa td sekitar pkl 16;30”","https://turnbackhoax.id/2022/09/26/salah-video-sore-tadi-pos-polisi-tugu-tani-di-bakar-masa-td-sekitar-pkl-1630/"
"1677582982-1388","https://turnbackhoax.id/page/47","[SALAH] Video “beredar luas rekaman akp Rita Yuliana ungkap kelakuan s4d1s Ferdy Sambo”","https://turnbackhoax.id/2022/09/24/salah-video-beredar-luas-rekaman-akp-rita-yuliana-ungkap-kelakuan-s4d1s-ferdy-sambo/"
"1677582982-1389","https://turnbackhoax.id/page/47","[SALAH] Hadiah Tunai Rp 50.000 Bank Neo Commerce","https://turnbackhoax.id/2022/09/24/salah-hadiah-tunai-rp-50-000-bank-neo-commerce/"
"1677582982-1390","https://turnbackhoax.id/page/47","[SALAH] Foto Gempa di Taiwan pada September 2022","https://turnbackhoax.id/2022/09/24/salah-foto-gempa-di-taiwan-pada-september-2022/"
"1677582982-1391","https://turnbackhoax.id/page/47","[SALAH] Video “Tersembunyi” Pentagon Dihantam Misil","https://turnbackhoax.id/2022/09/24/salah-video-tersembunyi-pentagon-dihantam-misil/"
"1677582982-1392","https://turnbackhoax.id/page/47","[SALAH] Video Mobil Berjalan di bawah Truk untuk Bersembunyi","https://turnbackhoax.id/2022/09/24/salah-video-mobil-berjalan-di-bawah-truk-untuk-bersembunyi/"
"1677582982-1393","https://turnbackhoax.id/page/47","[SALAH] Video Penganiayaan Buruh Pribumi di Sulawesi","https://turnbackhoax.id/2022/09/23/salah-video-penganiayaan-buruh-pribumi-di-sulawesi/"
"1677582982-1394","https://turnbackhoax.id/page/47","[SALAH] Video Wakil Ketua Banggar DPR RI Jatuh setelah Menyetujui Penarikan LPG 3 Kg dan Penghapusan Daya Listrik 450 VA","https://turnbackhoax.id/2022/09/23/salah-video-wakil-ketua-banggar-dpr-ri-jatuh-setelah-menyetujui-penarikan-lpg-3-kg-dan-penghapusan-daya-listrik-450-va/"
"1677582982-1395","https://turnbackhoax.id/page/47","[SALAH] Video “Akhirnya Penyidik Temukan Ruang Rahasia Ferdy Sambo | Berisi T4ng4n M4nusi4”","https://turnbackhoax.id/2022/09/23/salah-video-akhirnya-penyidik-temukan-ruang-rahasia-ferdy-sambo-berisi-t4ng4n-m4nusi4/"
"1677582982-1396","https://turnbackhoax.id/page/47","[SALAH] Gerobak Mie Ayam Terpasang Meteran Listrik Daya 2200 Siap Dengan Kompor Listrik 1000 Watt","https://turnbackhoax.id/2022/09/23/salah-gerobak-mie-ayam-terpasang-meteran-listrik-daya-2200-siap-dengan-kompor-listrik-1000-watt/"
"1677582982-1397","https://turnbackhoax.id/page/47","[SALAH] Cacar Monyet adalah Efek Vaksin","https://turnbackhoax.id/2022/09/23/salah-cacar-monyet-adalah-efek-vaksin/"
"1677582982-1398","https://turnbackhoax.id/page/47","[SALAH] Video “hari ini tgl 17-09-2022 Gaza akhirnya merdeka”","https://turnbackhoax.id/2022/09/23/salah-video-hari-ini-tgl-17-09-2022-gaza-akhirnya-merdeka/"
"1677582982-1399","https://turnbackhoax.id/page/47","[SALAH] Lagu “Ojo Dibandingke” Dinyanyikan Di Luar Negeri","https://turnbackhoax.id/2022/09/23/salah-lagu-ojo-dibandingke-dinyanyikan-di-luar-negeri/"
"1677582982-1400","https://turnbackhoax.id/page/47","[SALAH] Pesan Pengumuman Pemenang Hadiah Rp40 Juta dari TikTok","https://turnbackhoax.id/2022/09/23/salah-pesan-pengumuman-pemenang-hadiah-rp40-juta-dari-tiktok/"
"1677582993-1401","https://turnbackhoax.id/page/46","[SALAH] Raja Charles III Proklamasikan Donald Trump sebagai Presiden Amerika yang Sah Pada Pilpres Amerika 2020","https://turnbackhoax.id/2022/09/30/salah-raja-charles-iii-proklamasikan-donald-trump-sebagai-presiden-amerika-yang-sah-pada-pilpres-amerika-2020/"
"1677582993-1402","https://turnbackhoax.id/page/46","[SALAH] Video Penceramah Menyampaikan Ferdy Sambo Punya Bungker Rp900 Miliar","https://turnbackhoax.id/2022/09/30/salah-video-penceramah-menyampaikan-ferdy-sambo-punya-bungker-rp900-miliar/"
"1677582993-1403","https://turnbackhoax.id/page/46","[SALAH] Jokowi Ingin Pindah Agama Katolik","https://turnbackhoax.id/2022/09/30/salah-jokowi-ingin-pindah-agama-katolik/"
"1677582993-1404","https://turnbackhoax.id/page/46","[SALAH] Video Jokowi Marah Kepada Menteri karena Demo BBM","https://turnbackhoax.id/2022/09/30/salah-video-jokowi-marah-kepada-menteri-karena-demo-bbm/"
"1677582993-1405","https://turnbackhoax.id/page/46","[SALAH] Presiden Ukraina Volodymyr Zelensky Mengikuti Acara Gay Pride di New York pada 1999","https://turnbackhoax.id/2022/09/29/salah-presiden-ukraina-volodymyr-zelensky-mengikuti-acara-gay-pride-di-new-york-pada-1999/"
"1677582993-1406","https://turnbackhoax.id/page/46","[SALAH] “Demo tuh MUI dah jelas tertulis ada pork bone kok di cap HALAL !!”","https://turnbackhoax.id/2022/09/29/salah-demo-tuh-mui-dah-jelas-tertulis-ada-pork-bone-kok-di-cap-halal/"
"1677582993-1407","https://turnbackhoax.id/page/46","[SALAH] Video “Gemparkan China, Akhirnya Presiden Xin Jink Dikudeta Hari Ini”","https://turnbackhoax.id/2022/09/29/salah-video-gemparkan-china-akhirnya-presiden-xin-jink-dikudeta-hari-ini/"
"1677582993-1408","https://turnbackhoax.id/page/46","[SALAH] Video Protes di St. Petersburg pada September 2022","https://turnbackhoax.id/2022/09/28/salah-video-protes-di-st-petersburg-pada-september-2022/"
"1677582993-1409","https://turnbackhoax.id/page/46","[SALAH] “Tak Sanggup Tahan Air Mata Putin Terharu Dengan Perlakuan Warga Indonesia Terhadap Rusia”","https://turnbackhoax.id/2022/09/28/salah-tak-sanggup-tahan-air-mata-putin-terharu-dengan-perlakuan-warga-indonesia-terhadap-rusia/"
"1677582993-1410","https://turnbackhoax.id/page/46","[SALAH] Artikel Berjudul, “Optimis Menang Pemilu 2024, Puan: Kita Bersama Wong Licik”","https://turnbackhoax.id/2022/09/27/salah-artikel-berjudul-optimis-menang-pemilu-2024-puan-kita-bersama-wong-licik/"
"1677582993-1411","https://turnbackhoax.id/page/46","[SALAH] Foto Ratu Megawati","https://turnbackhoax.id/2022/09/27/salah-foto-ratu-megawati/"
"1677582993-1412","https://turnbackhoax.id/page/46","[SALAH] Vaksin Covid-19 Mengandung Janin Manusia Usia 3 Bulan","https://turnbackhoax.id/2022/09/27/salah-vaksin-covid-19-mengandung-janin-manusia-usia-3-bulan/"
"1677582993-1413","https://turnbackhoax.id/page/46","[SALAH] PKI Anggarkan Rp5 Triliun Demi Muluskan Jokowi 3 Periode","https://turnbackhoax.id/2022/09/27/salah-pki-anggarkan-rp5-triliun-demi-muluskan-jokowi-3-periode/"
"1677582993-1414","https://turnbackhoax.id/page/46","[SALAH] Bawang Merah Bisa Sembuhkan Gigitan Ular","https://turnbackhoax.id/2022/09/27/salah-bawang-merah-bisa-sembuhkan-gigitan-ular/"
"1677582993-1415","https://turnbackhoax.id/page/46","[SALAH] Video Penampakan Ikan Paus Nabi Yunus","https://turnbackhoax.id/2022/09/26/salah-video-penampakan-ikan-paus-nabi-yunus/"
"1677582993-1416","https://turnbackhoax.id/page/46","[SALAH] Permintaan Pengisian Data Penerima BSU di Media Sosial","https://turnbackhoax.id/2022/09/26/salah-permintaan-pengisian-data-penerima-bsu-di-media-sosial/"
"1677582993-1417","https://turnbackhoax.id/page/46","[SALAH] “KSP: Jokowi Terima dan Dengar Aspirasi Rakyat Soal Demo BBM”","https://turnbackhoax.id/2022/09/26/salah-ksp-jokowi-terima-dan-dengar-aspirasi-rakyat-soal-demo-bbm/"
"1677582993-1418","https://turnbackhoax.id/page/46","[SALAH] Judul Artikel: Wapres Minta Rakyat Pakai Kayu Bakar Saat Masak biar Irit","https://turnbackhoax.id/2022/09/26/salah-judul-artikel-wapres-minta-rakyat-pakai-kayu-bakar-saat-masak-biar-irit/"
"1677582993-1419","https://turnbackhoax.id/page/46","[SALAH] Video Simpanan Emas Ratu Elizabeth II Tersimpan di Ruangan Bawah Tanah","https://turnbackhoax.id/2022/09/26/salah-video-simpanan-emas-ratu-elizabeth-ii-tersimpan-di-ruangan-bawah-tanah/"
"1677582993-1420","https://turnbackhoax.id/page/46","[SALAH] Foto Xi Jinping Menjadi Tahanan Rumah setelah Dikudeta","https://turnbackhoax.id/2022/09/26/salah-foto-xi-jinping-menjadi-tahanan-rumah-setelah-dikudeta/"
"1677583008-1421","https://turnbackhoax.id/page/45","[SALAH] Pesan Berantai “Grand Design Uji Coba Pembantaian Menggunakan Gas Beracun Melalui Pertandingan Bola”","https://turnbackhoax.id/2022/10/05/salah-pesan-berantai-grand-design-uji-coba-pembantaian-menggunakan-gas-beracun-melalui-pertandingan-bola/"
"1677583008-1422","https://turnbackhoax.id/page/45","[SALAH] Judul Artikel IDNTODAY News “Peneliti Australia Sebut : Jokowi “ Presiden Tak Berkemampuan ” Tapi Memiliki Daya Rusak”","https://turnbackhoax.id/2022/10/05/salah-judul-artikel-idntoday-news-peneliti-australia-sebut-jokowi-presiden-tak-berkemampuan-tapi-memiliki-daya-rusak/"
"1677583008-1423","https://turnbackhoax.id/page/45","[SALAH] Video “Lesti Kejora Di Jengukin Iriana Jokowi”","https://turnbackhoax.id/2022/10/04/salah-video-lesti-kejora-di-jengukin-iriana-jokowi/"
"1677583008-1424","https://turnbackhoax.id/page/45","[SALAH] Video “ada oknum coklat memprofokator supporter Arema Malang 2 Oktober 2022”","https://turnbackhoax.id/2022/10/04/salah-video-ada-oknum-coklat-memprofokator-supporter-arema-malang-2-oktober-2022/"
"1677583008-1425","https://turnbackhoax.id/page/45","[SALAH] Video Ledakan Besar dari Beijing Saat Kudeta Terhadap Xi Jinping, Presiden China","https://turnbackhoax.id/2022/10/04/salah-video-ledakan-besar-dari-beijing-saat-kudeta-terhadap-xi-jinping-presiden-china/"
"1677583008-1426","https://turnbackhoax.id/page/45","[SALAH] Video “Yang Ditunggu Telah Tiba, Ferdy Sambo Ditetapkan Hukuman Mati!”","https://turnbackhoax.id/2022/10/04/salah-video-yang-ditunggu-telah-tiba-ferdy-sambo-ditetapkan-hukuman-mati/"
"1677583008-1427","https://turnbackhoax.id/page/45","[SALAH] Artikel “Puan Maharani: Hapus Pendidikan Agama Islam Jika Ingin Negara Maju”","https://turnbackhoax.id/2022/10/04/salah-artikel-puan-maharani-hapus-pendidikan-agama-islam-jika-ingin-negara-maju/"
"1677583008-1428","https://turnbackhoax.id/page/45","[SALAH] Foto “MENGAKU S4LAH!!! SBY MINTA MAAF DEPAN JOKOWI”","https://turnbackhoax.id/2022/10/04/salah-foto-mengaku-s4lah-sby-minta-maaf-depan-jokowi/"
"1677583008-1429","https://turnbackhoax.id/page/45","[SALAH] Video “Presiden Jokowi jenguk Lesti Kejora di rumah sakit tanpa kehadiran Rizky Billar”","https://turnbackhoax.id/2022/10/03/salah-video-presiden-jokowi-jenguk-lesti-kejora-di-rumah-sakit-tanpa-kehadiran-rizky-billar/"
"1677583008-1430","https://turnbackhoax.id/page/45","[SALAH] “Akun Facebook Atta dan Aurel giveaway”","https://turnbackhoax.id/2022/10/03/salah-akun-facebook-atta-dan-aurel-giveaway/"
"1677583008-1431","https://turnbackhoax.id/page/45","[SALAH] Gambar Pratinjau (Thumbnail) Video “KABAR TERBARUZELENSKY BERAKHIR M€NG3N4SK4N JADI BULAN-BULANAN APARAT.!!”","https://turnbackhoax.id/2022/10/03/salah-gambar-pratinjau-thumbnail-video-kabar-terbaru%e2%80%bc%ef%b8%8fzelensky-berakhir-meng3n4sk4n-jadi-bulan-bulanan-aparat/"
"1677583008-1432","https://turnbackhoax.id/page/45","[SALAH] Video “Najwa Shihab Berhasil Polisikan Nikita Mirzani, Kini Berakhir Dijeruji Besi”","https://turnbackhoax.id/2022/10/02/salah-video-najwa-shihab-berhasil-polisikan-nikita-mirzani-kini-berakhir-dijeruji-besi/"
"1677583008-1433","https://turnbackhoax.id/page/45","[SALAH] Gambar Pratinjau (Thumbnail) Video “GAK NYANGKA TERNYATA BEGINI YANG DILAKUKAN NIKITA MIRZANI DAN SAMBO”","https://turnbackhoax.id/2022/10/01/salah-gambar-pratinjau-thumbnail-video-gak-nyangka-ternyata-begini-yang-dilakukan-nikita-mirzani-dan-sambo/"
"1677583008-1434","https://turnbackhoax.id/page/45","[SALAH] Surat Izin Sementara Bagi Pekerja Asing Tanpa Izin (PATI) di Malaysia","https://turnbackhoax.id/2022/09/30/salah-surat-izin-sementara-bagi-pekerja-asing-tanpa-izin-pati-di-malaysia/"
"1677583008-1435","https://turnbackhoax.id/page/45","[SALAH] Surat Edaran Nomor 16 Tahun 2022 Oleh Lembaga Penjamin Simpanan (LPS)","https://turnbackhoax.id/2022/09/30/salah-surat-edaran-nomor-16-tahun-2022-oleh-lembaga-penjamin-simpanan-lps/"
"1677583008-1436","https://turnbackhoax.id/page/45","[SALAH] Surat Permintaan Data Pensiunan PNS dan ASN Terkait Program WIRAUSAHA Pintar Oleh BKN","https://turnbackhoax.id/2022/09/30/salah-surat-permintaan-data-pensiunan-pns-dan-asn-terkait-program-wirausaha-pintar-oleh-bkn/"
"1677583008-1437","https://turnbackhoax.id/page/45","[SALAH] Akun WhatsApp Pj Bupati Boalemo Hendriawan “085731465165”","https://turnbackhoax.id/2022/09/30/salah-akun-whatsapp-pj-bupati-boalemo-hendriawan-085731465165/"
"1677583008-1438","https://turnbackhoax.id/page/45","[SALAH] “Kata ‘jancuk’ berasal dari Tank Jan Cox”","https://turnbackhoax.id/2022/09/30/salah-kata-jancuk-berasal-dari-tank-jan-cox/"
"1677583008-1439","https://turnbackhoax.id/page/45","[SALAH] Video “PANGLIMA T N I TEPAKSA TURUN TANGAN NASIB FERDY SAMBO SEMAKIN SADIS”","https://turnbackhoax.id/2022/09/30/salah-video-panglima-t-n-i-tepaksa-turun-tangan-nasib-ferdy-sambo-semakin-sadis/"
"1677583008-1440","https://turnbackhoax.id/page/45","[SALAH] Donald Trump: Ratu Elizabeth Memberikan Saya Gelar Bangsawan Secara Pribadi","https://turnbackhoax.id/2022/09/30/salah-donald-trump-ratu-elizabeth-memberikan-saya-gelar-bangsawan-secara-pribadi/"
"1677583012-1441","https://turnbackhoax.id/page/44","[SALAH] Alexandria Ocasio-Cortez: “Orang-orang tidak akan buru-buru mengisi bensin untuk mobil mereka di tengah badai apabila mereka memakai mobil listrik”","https://turnbackhoax.id/2022/10/10/salah-alexandria-ocasio-cortez-orang-orang-tidak-akan-buru-buru-mengisi-bensin-untuk-mobil-mereka-di-tengah-badai-apabila-mereka-memakai-mobil-listrik/"
"1677583012-1442","https://turnbackhoax.id/page/44","[SALAH] Video Badai Ian di Naples, Florida","https://turnbackhoax.id/2022/10/10/salah-video-badai-ian-di-naples-florida/"
"1677583012-1443","https://turnbackhoax.id/page/44","[SALAH] Foto Istana yang Dibangun di Eropa pada Abad Pertengahan","https://turnbackhoax.id/2022/10/10/salah-foto-istana-yang-dibangun-di-eropa-pada-abad-pertengahan/"
"1677583012-1444","https://turnbackhoax.id/page/44","[SALAH] Xi Jinping Dicopot dari Jabatan Ketua Komisi Militer dan Presiden Cina karena Kudeta Militer atas Perintah Li Qiaoming","https://turnbackhoax.id/2022/10/10/salah-xi-jinping-dicopot-dari-jabatan-ketua-komisi-militer-dan-presiden-cina-karena-kudeta-militer-atas-perintah-li-qiaoming/"
"1677583012-1445","https://turnbackhoax.id/page/44","[SALAH] Seekor Anjing Laut Lepas di Florida","https://turnbackhoax.id/2022/10/10/salah-seekor-anjing-laut-lepas-di-florida/"
"1677583012-1446","https://turnbackhoax.id/page/44","[SALAH] Sambo dan Bharada E Saling Serang Dalam Sel","https://turnbackhoax.id/2022/10/10/salah-sambo-dan-bharada-e-saling-serang-dalam-sel/"
"1677583012-1447","https://turnbackhoax.id/page/44","[SALAH] Virus Covid-19 memiliki Motif Antibody Dependent Enhancement (ADE)","https://turnbackhoax.id/2022/10/10/salah-virus-covid-19-memiliki-motif-antibody-dependent-enhancement-ade/"
"1677583012-1448","https://turnbackhoax.id/page/44","[SALAH] Mike Tyson, Bado Jack, dan Amer Abdallah Shalat di Kafe yang Melarang Umat Muslim Masuk","https://turnbackhoax.id/2022/10/09/salah-mike-tyson-bado-jack-dan-amer-abdallah-shalat-di-kafe-yang-melarang-umat-muslim-masuk/"
"1677583012-1449","https://turnbackhoax.id/page/44","[SALAH] “Tabiat ASLINYA PRESIDEN INDONESIA terhadap rakyat yg bersebrangan di anggap musuh pribadi.”","https://turnbackhoax.id/2022/10/08/salah-tabiat-aslinya-presiden-indonesia-terhadap-rakyat-yg-bersebrangan-di-anggap-musuh-pribadi/"
"1677583012-1450","https://turnbackhoax.id/page/44","[SALAH] Ayu Dewi Bagi-bagi Hadiah Senilai Rp15 Juta Melalui TikTok","https://turnbackhoax.id/2022/10/08/salah-ayu-dewi-bagi-bagi-hadiah-senilai-rp15-juta-melalui-tiktok/"
"1677583012-1451","https://turnbackhoax.id/page/44","[SALAH] Video “Semua Tak Menyangka Ratusan Polisi Jemput Rizky Billar Tangisan Lesti Kejora Pecah”","https://turnbackhoax.id/2022/10/08/salah-video-semua-tak-menyangka-ratusan-polisi-jemput-rizky-billar-tangisan-lesti-kejora-pecah/"
"1677583012-1452","https://turnbackhoax.id/page/44","[SALAH] Kader Partai Nasional Demokrat Mengundurkan Diri setelah Deklarasi Anies Baswedan","https://turnbackhoax.id/2022/10/07/salah-kader-partai-nasional-demokrat-mengundurkan-diri-setelah-deklarasi-anies-baswedan/"
"1677583012-1453","https://turnbackhoax.id/page/44","[SALAH] “SUPORTER SEPAK BOLA LIGA JERMAN SEKALIGUS MEMPERINGATI MAULID NABI MEMBENTUK FORMASI YA HABIBI YA RASULULLAH”","https://turnbackhoax.id/2022/10/06/salah-suporter-sepak-bola-liga-jerman-sekaligus-memperingati-maulid-nabi-membentuk-formasi-ya-habibi-ya-rasulullah/"
"1677583012-1454","https://turnbackhoax.id/page/44","[SALAH] Informasi Jadwal Kegiatan Hari Jadi Lumajang (Harjalu) ke-764","https://turnbackhoax.id/2022/10/06/salah-informasi-jadwal-kegiatan-hari-jadi-lumajang-harjalu-ke-764/"
"1677583012-1455","https://turnbackhoax.id/page/44","[SALAH] Akun Whatsapp Plt Bupati Bandung Barat Hengky Kurniawan “0821-3233-0593”","https://turnbackhoax.id/2022/10/06/salah-akun-whatsapp-plt-bupati-bandung-barat-hengky-kurniawan-0821-3233-0593/"
"1677583012-1456","https://turnbackhoax.id/page/44","[SALAH] Informasi Pendaftaran Medical Check Up di RSUD Abdoel Wahab Sjahranie Samarinda","https://turnbackhoax.id/2022/10/06/salah-informasi-pendaftaran-medical-check-up-di-rsud-abdoel-wahab-sjahranie-samarinda/"
